iter	Logloss
200	0.2765953202
201	0.2759615218
202	0.2754462828
203	0.2749601894
204	0.2745606483
205	0.273857655
206	0.2733240209
207	0.2729780709
208	0.2725969705
209	0.2721576951
210	0.2715487761
211	0.2710427917
212	0.2705809312
213	0.270176643
214	0.2696904941
215	0.2692485
216	0.2686243633
217	0.2683531752
218	0.2679394208
219	0.2677189151
220	0.2673613694
221	0.2669894698
222	0.2665484382
223	0.2662824041
224	0.2659197041
225	0.2656289608
226	0.2651667498
227	0.2644541925
228	0.2640338133
229	0.2636931274
230	0.2631603967
231	0.2628198507
232	0.2624688826
233	0.2621248782
234	0.2615045077
235	0.2613073436
236	0.2610174302
237	0.2604010679
238	0.2598848011
239	0.2594688433
240	0.2590279449
241	0.2585562527
242	0.2583288966
243	0.258049707
244	0.2576150398
245	0.2572118928
246	0.2565701508
247	0.2561785804
248	0.2558114827
249	0.2554499952
250	0.2552314765
251	0.2548806994
252	0.2544171941
253	0.2539999743
254	0.2535625113
255	0.2533417541
256	0.2530598568
257	0.2525380784
258	0.2522160121
259	0.2518635904
260	0.251552793
261	0.2510690356
262	0.2505317278
263	0.2501252788
264	0.2495775979
265	0.2492102955
266	0.2486915336
267	0.2483572202
268	0.2478166674
269	0.247486772
270	0.2472469287
271	0.2469823496
272	0.2464177972
273	0.24577781
274	0.2453062229
275	0.2449303767
276	0.2446302872
277	0.2442575171
278	0.2438123568
279	0.2434976498
280	0.2432983479
281	0.2431312164
282	0.2427839933
283	0.2423734322
284	0.2421263395
285	0.2418295881
286	0.2415938401
287	0.2413322267
288	0.2409421418
289	0.2405110627
290	0.2401654636
291	0.2397040981
292	0.2394403548
293	0.2391684462
294	0.2387719632
295	0.2386065629
296	0.2384658315
297	0.2381587467
298	0.2378850101
299	0.2373488773
300	0.2369264146
301	0.2364673332
302	0.2362127168
303	0.2360065227
304	0.2355702305
305	0.2351426338
306	0.2350096937
307	0.2344639479
308	0.2341994851
309	0.2338590742
310	0.233409204
311	0.2330464817
312	0.2327934876
313	0.2325984692
314	0.2324411672
315	0.2321857343
316	0.2317125095
317	0.2313836685
318	0.2310752446
319	0.2306219226
320	0.2302415389
321	0.2298580133
322	0.2295366056
323	0.229245409
324	0.2289179055
325	0.2286584415
326	0.2283086303
327	0.2278994866
328	0.2276525876
329	0.2273557934
330	0.2270454879
331	0.2266191263
332	0.2263930005
333	0.22605937
334	0.2258665557
335	0.2255241303
336	0.225233424
337	0.2249314192
338	0.224705944
339	0.2242908362
340	0.2240390888
341	0.2237151472
342	0.2233005991
343	0.2229727488
344	0.2226434849
345	0.2223483387
346	0.2220728792
347	0.2216196347
348	0.2214102121
349	0.22110712
350	0.2207693096
351	0.2205311857
352	0.2201803358
353	0.2198315247
354	0.2194787876
355	0.2191611233
356	0.2189448711
357	0.2186696663
358	0.2183364364
359	0.2180447482
360	0.2177111044
361	0.2174142801
362	0.2171907761
363	0.2168023906
364	0.2163843767
365	0.216046294
366	0.21558401
367	0.2152724477
368	0.2149914057
369	0.2147562638
370	0.214406531
371	0.2141373407
372	0.2138075632
373	0.213402851
374	0.2131219355
375	0.2129639732
376	0.212736263
377	0.2124473132
378	0.2121225632
379	0.2118401937
380	0.2114753779
381	0.2111893133
382	0.2108552832
383	0.2104009096
384	0.2101512792
385	0.2097296094
386	0.2092292639
387	0.2088485238
388	0.2086523299
389	0.2082470517
390	0.207950336
391	0.2075342545
392	0.2072352592
393	0.2070215519
394	0.2066431138
395	0.206552286
396	0.2062354191
397	0.2059419044
398	0.2055573654
399	0.2052568112
400	0.205021112
401	0.2047990159
402	0.2044954349
403	0.2041799818
404	0.2040098935
405	0.2037615778
406	0.2035860452
407	0.2033186976
408	0.2031194749
409	0.2027410068
410	0.202340869
411	0.2018687901
412	0.2016582674
413	0.2015129262
414	0.2012962567
415	0.2010729835
416	0.2008049709
417	0.2003983565
418	0.2001092747
419	0.1997743593
420	0.1994607192
421	0.1991271217
422	0.1988892731
423	0.198627865
424	0.1983425639
425	0.1981739182
426	0.1978290506
427	0.1976984211
428	0.1974879805
429	0.1972710678
430	0.19700318
431	0.1967864557
432	0.196459761
433	0.1960888635
434	0.1957623504
435	0.1955504244
436	0.1952700776
437	0.1949480766
438	0.194642087
439	0.1944493954
440	0.1940401889
441	0.1938418298
442	0.1935986809
443	0.1933702765
444	0.1932094592
445	0.1931433292
446	0.192989568
447	0.1928069504
448	0.1925511427
449	0.1923812097
450	0.1922451716
451	0.1919688196
452	0.1917035307
453	0.1914739021
454	0.1912223098
455	0.1909747126
456	0.1906857518
457	0.1904437667
458	0.1902694343
459	0.1901277302
460	0.1898635194
461	0.1896672591
462	0.1894615355
463	0.189165055
464	0.1888895055
465	0.1885980804
466	0.1882911028
467	0.1879143238
468	0.187770055
469	0.1875948713
470	0.1874151031
471	0.1872810546
472	0.1869999783
473	0.1867154804
474	0.1865707893
475	0.1862150183
476	0.1861069344
477	0.1858810251
478	0.1857082805
479	0.1854899829
480	0.1852364133
481	0.1850782684
482	0.1847534906
483	0.1844738143
484	0.1841805392
485	0.1839542475
486	0.1836737202
487	0.1834759715
488	0.1831961657
489	0.1829472106
490	0.1827022982
491	0.1823632053
492	0.1822231525
493	0.1819213945
494	0.181606742
495	0.1813513879
496	0.1811400607
497	0.1809612011
498	0.180764371
499	0.1805977023
500	0.1803470465
501	0.1801478271
502	0.1799527531
503	0.1796909822
504	0.1795114121
505	0.179265314
506	0.1789907221
507	0.1787301784
508	0.1784999847
509	0.1782417363
510	0.1780207902
511	0.177812321
512	0.1776639443
513	0.1773384997
514	0.1769780339
515	0.176772636
516	0.1765369237
517	0.1762641123
518	0.1761467946
519	0.1758990766
520	0.1757237172
521	0.1754770157
522	0.1752638732
523	0.1750254888
524	0.1746823924
525	0.1744394521
526	0.1741678186
527	0.173919397
528	0.1736221642
529	0.1733977419
530	0.1730476135
531	0.1728745707
532	0.1726965158
533	0.1724718444
534	0.1722007941
535	0.1719106174
536	0.1716163306
537	0.1714429355
538	0.1710193452
539	0.1706595637
540	0.1703862435
541	0.1700712189
542	0.1698433404
543	0.1697136197
544	0.1694385889
545	0.169120155
546	0.168817393
547	0.1685210121
548	0.1682739433
549	0.1680010456
550	0.1677271624
551	0.1675880682
552	0.1673815727
553	0.1671378563
554	0.166888013
555	0.1665747046
556	0.1663498069
557	0.1662027138
558	0.1660711452
559	0.1657030123
560	0.165581974
561	0.165395091
562	0.1652555126
563	0.1649761417
564	0.1647202664
565	0.164523072
566	0.1643384533
567	0.1641158736
568	0.1638703731
569	0.1636926377
570	0.1634857585
571	0.1632938672
572	0.1630970457
573	0.1628684099
574	0.1626730527
575	0.1625977101
576	0.1623094266
577	0.1620752253
578	0.161757591
579	0.1614792967
580	0.161234042
581	0.1610484656
582	0.1609069552
583	0.1606772732
584	0.1604085774
585	0.1602266258
586	0.1601134402
587	0.1599931914
588	0.1598170952
589	0.1594338522
590	0.1591789176
591	0.1588365139
592	0.1586404548
593	0.1584438562
594	0.1581607519
595	0.1579364752
596	0.1577584594
597	0.1576101015
598	0.1574774133
599	0.1573225825
600	0.1571784171
601	0.1570455316
602	0.1567311903
603	0.1565472445
604	0.1563435147
605	0.1561617973
606	0.1559972592
607	0.1557375817
608	0.155505959
609	0.1554797505
610	0.1554277568
611	0.155163233
612	0.1548161196
613	0.1546682816
614	0.1545427482
615	0.1542462814
616	0.1540457426
617	0.1538596247
618	0.1536395712
619	0.1534510472
620	0.153267942
621	0.1531067008
622	0.1529120379
623	0.1527459468
624	0.1525208357
625	0.1522934955
626	0.15201485
627	0.1519463482
628	0.1517759214
629	0.1516075848
630	0.1513696173
631	0.151171395
632	0.1509189631
633	0.1507811218
634	0.150492207
635	0.1502696378
636	0.1499260563
637	0.149737435
638	0.1496329408
639	0.1494858486
640	0.1493466782
641	0.1490859092
642	0.1489841776
643	0.1488467777
644	0.1486071353
645	0.1482965442
646	0.1480805438
647	0.1479071686
648	0.1478034768
649	0.1476168805
650	0.1474164447
651	0.1473249063
652	0.1471359126
653	0.1468934149
654	0.1467527867
655	0.1466530402
656	0.1464646709
657	0.1462771234
658	0.1460129204
659	0.1458657371
660	0.1455362573
661	0.1453373379
662	0.145153424
663	0.1449988362
664	0.1448115585
665	0.1444619762
666	0.1442828939
667	0.1442170655
668	0.1441152457
669	0.1440148429
670	0.1438398114
671	0.1436117998
672	0.1433879442
673	0.143165637
674	0.1429811166
675	0.1427845033
676	0.1426125063
677	0.1424364298
678	0.142197326
679	0.1418712636
680	0.1416728985
681	0.1414312803
682	0.1411654569
683	0.1410680231
684	0.1410306641
685	0.1408585357
686	0.1406623544
687	0.1405131384
688	0.1403033313
689	0.1400752551
690	0.1398952444
691	0.1396867993
692	0.1394630106
693	0.1394370781
694	0.1393090572
695	0.1391546787
696	0.1389423279
697	0.1388983737
698	0.138678372
699	0.1386252714
700	0.1384615366
701	0.1381982688
702	0.1380989359
703	0.1379287554
704	0.1377588842
705	0.1375926732
706	0.1374294069
707	0.1373803762
708	0.1371491772
709	0.1370306319
710	0.1368478466
711	0.1366326821
712	0.1364208755
713	0.1362163672
714	0.1361679321
715	0.1359085083
716	0.1356843222
717	0.1354082613
718	0.1351951063
719	0.1349719672
720	0.1347791723
721	0.1345399261
722	0.1344396988
723	0.1343713942
724	0.1342037542
725	0.1340463518
726	0.1337668276
727	0.1336357925
728	0.1334931178
729	0.1333344771
730	0.1331601869
731	0.1330124759
732	0.1329246442
733	0.1328335967
734	0.132776832
735	0.1326807031
736	0.132481967
737	0.1323263617
738	0.1321405043
739	0.1319866099
740	0.131732936
741	0.1316636147
742	0.1314131132
743	0.1311849848
744	0.1310813122
745	0.1309056086
746	0.1307026483
747	0.1305278304
748	0.1303816493
749	0.1302997204
750	0.1301121814
751	0.1300529013
752	0.1299699306
753	0.1297743997
754	0.1296994039
755	0.129534518
756	0.1294459537
757	0.1292443497
758	0.1291966213
759	0.1291230919
760	0.1290568655
761	0.128979541
762	0.1288391292
763	0.1288044076
764	0.1285376442
765	0.1282503648
766	0.1282135272
767	0.1279762914
768	0.1279637992
769	0.127744912
770	0.1277246962
771	0.1276243725
772	0.1274856723
773	0.1271291437
774	0.1270429798
775	0.1268303217
776	0.1267908075
777	0.1266845367
778	0.1265874085
779	0.1263991978
780	0.1263161806
781	0.1261342125
782	0.125879359
783	0.1257214692
784	0.1255140649
785	0.1253653211
786	0.1252340767
787	0.1250311932
788	0.1248066027
789	0.1245820591
790	0.1245552651
791	0.1243839729
792	0.1242326803
793	0.1240309616
794	0.1238133085
795	0.123672769
796	0.1234631296
797	0.1232079623
798	0.1231799607
799	0.1230300574
800	0.1228129231
801	0.1226183976
802	0.1224241061
803	0.1222521285
804	0.1221902997
805	0.1220487861
806	0.121910059
807	0.1216997424
808	0.1215287756
809	0.1212950393
810	0.1210328065
811	0.1209225768
812	0.12069907
813	0.1204829986
814	0.1202971513
815	0.1200268572
816	0.1199055812
817	0.1198485111
818	0.1196454559
819	0.1194664022
820	0.119230678
821	0.1190263879
822	0.1188403947
823	0.1187303833
824	0.1186363764
825	0.1184657342
826	0.1183235558
827	0.1181411513
828	0.1179492167
829	0.1179224317
830	0.1177210805
831	0.1176425694
832	0.1174303494
833	0.1172582488
834	0.1170522295
835	0.1168988639
836	0.1167230467
837	0.1165321732
838	0.1163565882
839	0.1161530379
840	0.1159616913
841	0.1158160316
842	0.1156759118
843	0.115408667
844	0.1151813281
845	0.1149898303
846	0.1147785079
847	0.1146412078
848	0.1145130773
849	0.114280995
850	0.1142487833
851	0.1140698479
852	0.1139119959
853	0.1138019796
854	0.1136385658
855	0.1134284466
856	0.1132063627
857	0.1131124142
858	0.1130792961
859	0.1130618056
860	0.1128697006
861	0.1126763694
862	0.1125850907
863	0.1125135651
864	0.112376905
865	0.1121931516
866	0.1121694851
867	0.1118897872
868	0.1117304081
869	0.1116731034
870	0.1116228574
871	0.1114975732
872	0.1112840267
873	0.1111753331
874	0.1110572192
875	0.110936174
876	0.1107999978
877	0.1107020824
878	0.1105727181
879	0.1104262184
880	0.1102672692
881	0.1102482493
882	0.1100993738
883	0.1099893202
884	0.1098977413
885	0.1097232491
886	0.1095503003
887	0.1094002037
888	0.109171472
889	0.1090808193
890	0.1089041442
891	0.1086702533
892	0.1084613043
893	0.1083155364
894	0.1081421491
895	0.1080970207
896	0.1079520833
897	0.1077673146
898	0.1076286665
899	0.1075456948
900	0.10738094
901	0.1072626844
902	0.107158966
903	0.1070455424
904	0.1068874774
905	0.1068708557
906	0.1067009595
907	0.1066069121
908	0.1064615383
909	0.1062509373
910	0.1060888181
911	0.1059869005
912	0.1058065124
913	0.1056735953
914	0.1054931416
915	0.1053702747
916	0.105243982
917	0.1050980096
918	0.1049517267
919	0.1047898678
920	0.1047722393
921	0.1046491135
922	0.1045330766
923	0.1045147135
924	0.1044336854
925	0.1043416236
926	0.1042615587
927	0.1040632785
928	0.1039129767
929	0.1037184743
930	0.1035243533
931	0.1033013875
932	0.1031857969
933	0.1030315444
934	0.1028904181
935	0.1027464148
936	0.102706964
937	0.1026042941
938	0.1024579535
939	0.1024117382
940	0.1023078377
941	0.1022141257
942	0.1020738362
943	0.101945682
944	0.1018660858
945	0.101765749
946	0.1016087028
947	0.1014248985
948	0.1013447276
949	0.101244608
950	0.1010894106
951	0.1009358981
952	0.1008602463
953	0.1007113458
954	0.1005970971
955	0.1004722766
956	0.100423668
957	0.1003453094
958	0.1002392718
959	0.1001241943
960	0.09999564047
961	0.09985458283
962	0.09972569933
963	0.09959798318
964	0.09948441113
965	0.09929789082
966	0.09911920169
967	0.09900612961
968	0.09884489156
969	0.09870577812
970	0.09855989723
971	0.09846063898
972	0.09826486902
973	0.09810869366
974	0.09788774885
975	0.09776206927
976	0.09764968094
977	0.09754929399
978	0.09740230184
979	0.09730485767
980	0.09720398809
981	0.0970781547
982	0.09689350481
983	0.09680954946
984	0.09663249285
985	0.09652812347
986	0.09635636194
987	0.09617345075
988	0.09598505927
989	0.0957714327
990	0.09569956303
991	0.09551619727
992	0.09537899667
993	0.09529824844
994	0.09511637891
995	0.09499267089
996	0.0948390021
997	0.09470808103
998	0.09460695709
999	0.09449187409
